no,description,searchDescription,description2,faClassCode,faSubclassCode,globalDimension1Code,globalDimension2Code,locationCode,faLocationCode,vendorNo,mainAssetComponent,componentOfMainAsset,warrantyDate,serialNo,lastDateModified,blocked,maintenanceVendorNo,underMaintenance,nextServiceDate,inactive,noSeries,faPostingGroup
FA000001,"9 5/8"" M7 MOTOR ASSEMBLY ","9 5/8"" M7 MOTOR ASSEMBLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-962-0011,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000002,"9 5/8"" M7 MOTOR ASSEMBLY","9 5/8"" M7 MOTOR ASSEMBLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-962-0021,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000003,"6 3/4"" MUD LUBE MOTOR ASSEMBY WITH 6 1/2"" WK3","6 3/4"" MUD LUBE MOTOR ASSEMBY WITH 6 1/2"" WK3",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0026 ,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000004,"6 3/4"" MUD LUBE MOTOR ASSEMBY WITH 6 1/2"" WK3","6 3/4"" MUD LUBE MOTOR ASSEMBY WITH 6 1/2"" WK3",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0028,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000005,"8"" DRILLING MOTOR ","8"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,BDA 25674,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000006,"8"" DRILLING MOTOR","8"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,BDA 25675,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000007,"12 1/8"" SPIRAL SCREW STABILIZER","12 1/8"" SPIRAL SCREW STABILIZER",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-160-05,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000008,S675785.0-STD-NBR HPW--STATOR,S675785.0-STD-NBR HPW--STATOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41235-2,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000009,S675785.0-STD-NBR HPW--STATOR,S675785.0-STD-NBR HPW--STATOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41235-1,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000010,R675785.0-SLD-2.875 REG:WC-4.00 ROTOR,R675785.0-SLD-2.875 REG:WC-4.00 ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,C21558-10,2026-05-31,False,,False,0001-01-01,False,,DRILL.FISH
FA000011,R675785.0-SLD-2.875 REG:WC-4.00 ROTOR,R675785.0-SLD-2.875 REG:WC-4.00 ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,C21558-4,2026-05-31,False,,False,0001-01-01,False,,DRILL.FISH
FA000012,S800784.0-STD-NBR HPW STATOR,S800784.0-STD-NBR HPW STATOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41235-4,2026-05-26,False,,False,0001-01-01,False,,DRILL.FISH
FA000013,S800784.0-STD-NBR HPW STATOR,S800784.0-STD-NBR HPW STATOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41235-5,2026-05-26,False,,False,0001-01-01,False,,DRILL.FISH
FA000014,R800784.0-1.25-2.125 SA:WC ROTOR,R800784.0-1.25-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B00672,2026-02-18,False,,False,0001-01-01,False,,DRILL.FISH
FA000015,R800784.0-1.25-2.125 SA:WC ROTOR,R800784.0-1.25-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B00673,2026-02-18,False,,False,0001-01-01,False,,DRILL.FISH
FA000016,"9 5/8"""" M7 Mud Lube Lower End with S22 Adjustable, WK3 Driveline assembly and rotor retainer top","9 5/8"""" M7 MUD LUBE LOWER END WITH S22 ADJUSTABLE, WK3 DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly (7 5/8"" REG top and bottom connection",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-962-0010,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000017,"6 3/4"" M7 Mud Lube Lower End with S22 Adjustable, WK3 Driveline assembly and rotor retainer top","6 3/4"" M7 MUD LUBE LOWER END WITH S22 ADJUSTABLE, WK3 DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly 4 1/2"" IF top and 4 1/2"" REG bott con",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0031,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000018,S675785.0-1OS ( 51059) STATOR ,STATOR 675785.0-1OS ( 51059),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-31,False,,False,0001-01-01,False,,DRILL.FISH
FA000019,BEARING ASSEMBLY NUT,BEARING ASSEMBLY NUT,,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,LDC-405-9009,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000020,"8 3/8""  STRAIGHT SCREW ON STABILIZER SLEEVES ","8 3/8""  STRAIGHT SCREW ON STABILIZER SLEEVES",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-005,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000021,"4.75"" M7+ Mud Lube Lower End with S22 Adjustable, ST1 Driveline assembly and rotor retainer top","4.75"" M7+ MUD LUBE LOWER END WITH S22 ADJUSTABLE, ST1 DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly 3 1/2"" IF top and 3 1/2"" REG bott con",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M47-M7-0001,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000022,"4.75"" M7+ Mud Lube Lower End with S22 Adjustable, ST1 Driveline assembly and rotor retainer top","4.75"" M7+ MUD LUBE LOWER END WITH S22 ADJUSTABLE, ST1 DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly 3 1/2"" IF top and 3 1/2"" REG bott con",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M47-M7-0002,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000023,R675785.0-SLD-1.375-6 SA:WC ROTOR,R675785.0-SLD-1.375-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01646,2026-05-26,False,,False,0001-01-01,False,,DRILL.FISH
FA000024,"8.00"" M40 Mud Lube Lower End with S22 Adjustable, WK5 HF Driveline assembly and rotor retainer top","8.00"" M40 MUD LUBE LOWER END WITH S22 ADJUSTABLE, WK5 HF DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly (6 5/8"" REG top and bottom connection",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M40-0800-0029 ,2026-06-12,False,,False,0001-01-01,False,,DRILL.FISH
FA000025,"8.00"" M40 Mud Lube Lower End with S22 Adjustable, WK5 HF Driveline assembly and rotor retainer top","8.00"" M40 MUD LUBE LOWER END WITH S22 ADJUSTABLE, WK5 HF DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly (6 5/8"" REG top and bottom connection",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M40-0800-0032,2026-06-12,False,,False,0001-01-01,False,,DRILL.FISH
FA000026,"8.375"" OD Straight Blade Sleeve Stabilizer for 6.75"" Drilling Motor","8.375"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 6.75"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0196-001,2026-02-22,False,,False,0001-01-01,False,,DRILL.FISH
FA000027,"15.75"" OD Spiral Blade Sleeve Stabilizer for 9.62"" Drilling Motor","15.75"" OD SPIRAL BLADE SLEEVE STABILIZER FOR 9.62"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-001,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000028,"12.125"" OD Straight Blade Sleeve Stabilizer for 8.00"" Drilling Motor","12.125"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 8.00"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-002,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000029,"12.125"" OD Straight Blade Sleeve Stabilizer for 8.00"" Drilling Motor","12.125"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 8.00"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-003,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000030,"5.875"" OD Straight Blade Sleeve Stabilizer for 4.75"" Drilling Motor","5.875"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 4.75"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-007,2026-02-22,False,,False,0001-01-01,False,,DRILL.FISH
FA000031,"6.75"" M7 Mud Lube Lower End with S22 Adjustable, WK3 Driveline assembly and rotor retainer top","6.75"" M7 MUD LUBE LOWER END WITH S22 ADJUSTABLE, WK3 DRIVELINE ASSEMBLY AND ROTOR RETAINER TOP","sub assembly 4 1/2"" IF top and 4 1/2"" REG bott con",01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0032,2025-12-08,False,,False,0001-01-01,False,,DRILL.FISH
FA000032,"4 3/4"" HYDRA-MECH DOUBLE ACTING JAR, Standard Seals, 3 1/2 IF BB/SRG Connections","4 3/4"" HYDRA-MECH DOUBLE ACTING JAR, STANDARD SEALS, 3 1/2 IF BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA47-0079,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000033,"4 3/4"" HYDRA-MECH DOUBLE ACTING JAR, Standard Seals, 3 1/2 IF BB/SRG Connections","4 3/4"" HYDRA-MECH DOUBLE ACTING JAR, STANDARD SEALS, 3 1/2 IF BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA47-0080,2025-11-05,False,,False,0001-01-01,False,,DRILL.FISH
FA000034,"6 1/2” HYDRA-MECH DOUBLE ACTING JAR, Standard Seals, 4 1/2 IF BB/SRG Connections","6 1/2” HYDRA-MECH DOUBLE ACTING JAR, STANDARD SEALS, 4 1/2 IF BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA650-0034,2026-02-04,False,,False,0001-01-01,False,,DRILL.FISH
FA000035,"6 1/2” HYDRA-MECH DOUBLE ACTING JAR, Standard Seals, 4 1/2 IF BB/SRG Connections","6 1/2” HYDRA-MECH DOUBLE ACTING JAR, STANDARD SEALS, 4 1/2 IF BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA650-0035,2026-02-04,False,,False,0001-01-01,False,,DRILL.FISH
FA000036,"8"" HYDRA-MECH JAR DOUBLE ACTING, STANDRAD SEALS, 6 5/8 REG BB/SRG Connections","8"" HYDRA-MECH JAR DOUBLE ACTING, STANDRAD SEALS, 6 5/8 REG BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA800-0035,2026-02-04,False,,False,0001-01-01,False,,DRILL.FISH
FA000037,"8"" HYDRA-MECH JAR DOUBLE ACTING, STANDRAD SEALS, 6 5/8 REG BB/SRG Connections","8"" HYDRA-MECH JAR DOUBLE ACTING, STANDRAD SEALS, 6 5/8 REG BB/SRG CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HMDA800-0036,2026-02-04,False,,False,0001-01-01,False,,DRILL.FISH
FA000038,S675785.0-1OS-NBR HPW STATOR (51059),S675785.0-1OS-NBR HPW STATOR (51059),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41619-1,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000039,S675785.0-1OS-NBR HPW STATOR (51277),S675785.0-1OS-NBR HPW STATOR (51277),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41619-2,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000040,R675785.0-SLD-1.375-6 SA:WC ROTOR,R675785.0-SLD-1.375-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01647,2026-05-31,False,,False,0001-01-01,False,,DRILL.FISH
FA000041,R962785.7-SLD-2.125 SA:WC ROTOR,R962785.7-SLD-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01645,2026-05-31,False,,False,0001-01-01,False,,DRILL.FISH
FA000042,S800784.0-STD-NBR HPW STATOR (W3863),S800784.0-STD-NBR HPW STATOR (W3863),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41619-4,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000043,R800784.0-SLD-2.125-6 SA:WC-ROTOR,R800784.0-SLD-2.125-6 SA:WC-ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01667,2026-02-18,False,,False,0001-01-01,False,,DRILL.FISH
FA000044,S475783.8-1.5OS-NBR HPW STATOR (A120968),S475783.8-1.5OS-NBR HPW STATOR (A120968),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41619-6,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000045,S475783.8-1.5OS-NBR HPW STATOR (A120968),S475783.8-1.5OS-NBR HPW STATOR (A120968),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41619-7,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000046,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01664,2026-02-18,False,,False,0001-01-01,False,,DRILL.FISH
FA000047,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01665,2026-02-18,False,,False,0001-01-01,False,,DRILL.FISH
FA000048,"Pulser Assy, Fix 4,125in Valve (Std Flow) 20Kpsi, 4 Blades, MC, FJn Centralizer","PULSER ASSY, FIX 4,125IN VALVE (STD FLOW) 20KPSI, 4 BLADES, MC, FJN CENTRALIZER",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 2447,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000049,"Pulser Assy, Fix 4,125in Valve (Std Flow) 20Kpsi, 4 Blades, MC, FJn Centralizer","PULSER ASSY, FIX 4,125IN VALVE (STD FLOW) 20KPSI, 4 BLADES, MC, FJN CENTRALIZER",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 2791,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000050,"Pulser Assy, Fix 5,25in Valve (Std Flow) 1500C, 20Kpsi, 4 Blades, G4.2,Flow MC, Fm Centralizer;","PULSER ASSY, FIX 5,25IN VALVE (STD FLOW) 1500C, 20KPSI, 4 BLADES, G4.2,FLOW MC, FM CENTRALIZER;","SN 2766, 2546",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 2766,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000051,"Pulser Assy, Fix 5,25in Valve (Std Flow) 1500C, 20Kpsi, 4 Blades, G4.2,Flow MC, Fm Centralizer;","PULSER ASSY, FIX 5,25IN VALVE (STD FLOW) 1500C, 20KPSI, 4 BLADES, G4.2,FLOW MC, FM CENTRALIZER;","SN 2766, 2546",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 2546,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000052,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 4155,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000053,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 4297,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000054,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 2631,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000055,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 4317,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000056,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 4335,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000057,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,BATTERY MODULE ASSY (NO BATTERY INSTALLED)-NITRONIC 50,,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 4343,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000058,"SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","818, 1798",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 640,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000059,"SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","818, 1798",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1818,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000060,"SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","SENSOR ASSY. DIRECTIONAL, RINC AND VMM ENBALED, FIN CENTRALIZER READY, 1500C, 20KPS1","818, 1798",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1798,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000061,"GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSl","GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSL",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1049,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000062,"GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSl","GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSL",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 370,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000063,"GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSl","GAMMA MODULE ASSY, 6 WIRE- FIN CTRLZR READY, 1500C, 20KPSL",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1150,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000064,"SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE","SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1082,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000065,"SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE","SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1219,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000066,"SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE","SURE-SHOT LITE, SIU2, WITH DTS, 1.0-1.5"" DRILL LINE",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 1220,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000067,"KIT, LAVERSAB RFD - WIRELESS","KIT, LAVERSAB RFD - WIRELESS",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 36,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000068,"KIT, LAVERSAB RFD - WIRELESS","KIT, LAVERSAB RFD - WIRELESS;",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 185,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000069,"KIT, LAVERSAB RFD - WIRELESS","KIT, LAVERSAB RFD - WIRELESS;",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,SN 187,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000070,"CONTAINER, TRANSPORT, MWD STRING, 10 FT","CONTAINER, TRANSPORT, MWD STRING, 10 FT",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000071,"KIT,BASIC TOOLS & SUPPLIES (LEVEL l )","KIT,BASIC TOOLS & SUPPLIES (LEVEL L )",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000072,"KIT,BASIC TOOLS & SUPPLIES (LEVEL l )","KIT,BASIC TOOLS & SUPPLIES (LEVEL L )",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000073,"FIXED MOUNT MWD RIG TOOLING KIT (ALL MWD SIZES EXCEPT 2.50"")","FIXED MOUNT MWD RIG TOOLING KIT (ALL MWD SIZES EXCEPT 2.50"")",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000074,"FIXED MOUNT MWD RIG TOOLING KIT (ALL MWD SIZES EXCEPT 2.50"")","FIXED MOUNT MWD RIG TOOLING KIT (ALL MWD SIZES EXCEPT 2.50"")",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000075,"SUB, FLOW, 4.75 01), .344 FIXED MT, NC38 B/P, 42 00in LG SST/SPEC 10020; SN 43324 03","SUB, FLOW, 4.75 01), .344 FIXED MT, NC38 B/P, 42 00IN LG SST/SPEC 10020; SN 43324 03",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,374934-02,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000076,"SUB, FLOW, 6.75 OD-SST/SPEC-10020 (P530 OR EQUIV)","SUB, FLOW, 6.75 OD-SST/SPEC-10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,380858-1,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000077,"SUB, FLOW, 6.75 OD-SST/SPEC-10020 (P530 OR EQUIV)","SUB, FLOW, 6.75 OD-SST/SPEC-10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,380858-2,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000078,"SUB, FLOW, 8.00 OD, 3 50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC-10020 (P530 OREQUIV)","SUB, FLOW, 8.00 OD, 3 50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC-10020 (P530 OREQUIV)","90-3, 375190-4",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,375190-3,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
FA000079,"SUB, FLOW, 8.00 OD, 3 50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC-10020 (P530 OREQUIV)","SUB, FLOW, 8.00 OD, 3 50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC-10020 (P530 OREQUIV)","90-3, 375190-4",01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,375190-4,2026-03-29,False,,False,0001-01-01,False,,DRILL.FISH
