no,description,searchDescription,description2,faClassCode,faSubclassCode,globalDimension1Code,globalDimension2Code,locationCode,faLocationCode,vendorNo,mainAssetComponent,componentOfMainAsset,warrantyDate,serialNo,lastDateModified,blocked,maintenanceVendorNo,underMaintenance,nextServiceDate,inactive,noSeries,faPostingGroup
FA000250,S962785.7-STD-NBR HPW -STATOR (R60382),S962785.7-STD-NBR HPW -STATOR (R60382),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42029-11,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000251,"HQ800, 8"" HYDRAQUAKER (DAH DRILLING JAR) 6-5/8 REG BOX X PIN  ","HQ800, 8"" HYDRAQUAKER (DAH DRILLING JAR) 6-5/8 REG BOX X PIN",,01 TANG,JARS,OFS,,,,V00760, ,,0001-01-01,OSC142333A,2026-02-03,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000252,Bearing Assembly Superhawk,BEARING ASSEMBLY SUPERHAWK,,01 TANG,MUD MOTOR,OFS,,,,V01480, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000253,Column Jib Crane Lifting Capacity: 1.000 kg,COLUMN JIB CRANE LIFTING CAPACITY: 1.000 KG,,01 TANG,MACHEQ,OFS,,,,V00260, ,,0001-01-01,424337/01,2025-12-01,False,,False,0001-01-01,False,FA,MACHINERY
FA000254,Column Jib Crane Lifting Capacity: 500 kg,COLUMN JIB CRANE LIFTING CAPACITY: 500 KG,,01 TANG,MACHEQ,OFS,,,,V00260, ,,0001-01-01,20077471-0001,2025-12-01,False,,False,0001-01-01,False,FA,MACHINERY
FA000255,Hanging Jib Crane Lifting Capacity: 500 kg,HANGING JIB CRANE LIFTING CAPACITY: 500 KG,,01 TANG,MACHEQ,OFS,,,,V00260, ,,0001-01-01,062072,2025-12-01,False,,False,0001-01-01,False,FA,MACHINERY
FA000256,Grinding Machine  incl. Accessories *2ndH,GRINDING MACHINE  INCL. ACCESSORIES *2NDH,,01 TANG,MACHEQ,OFS,,,,V00260, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,MACHINERY
FA000257,Single Stage Holeopener,SINGLE STAGE HOLEOPENER,,01 TANG,HOLEOPENER,OFS,,,,V00240, ,,0001-01-01,OWS-HO-3603,2026-03-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000258,6-1/8” OD Keyhole Whipstock Mill ,6-1/8” OD KEYHOLE WHIPSTOCK MILL,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000259,6-1/8” OD Window Mill ,6-1/8” OD WINDOW MILL,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000260,6-1/8” OD Watermelon Mill ,6-1/8” OD WATERMELON MILL,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000261,6-1/8” OD Taper Mill ,6-1/8” OD TAPER MILL,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000262,6-1/8” OD String Mill,6-1/8” OD STRING MILL,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000263,Running Tool for 7“Casing Whipstock System ,RUNNING TOOL FOR 7“CASING WHIPSTOCK SYSTEM,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000264,Die Collar for 7” Casing Whipstock System,DIE COLLAR FOR 7” CASING WHIPSTOCK SYSTEM,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000265,Retrieval Hook for 7” Casing Whipstock System,RETRIEVAL HOOK FOR 7” CASING WHIPSTOCK SYSTEM,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000266,False Rotary Table for 7” Casing Whipstock System,FALSE ROTARY TABLE FOR 7” CASING WHIPSTOCK SYSTEM,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000267,Setting Valve for 7” Casing Whipstock System complete  assy. ,SETTING VALVE FOR 7” CASING WHIPSTOCK SYSTEM COMPLETE  ASSY.,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000268,Ditch Magnet,DITCH MAGNET,,01 TANG,WHIPSTOCK,OFS,,,,, ,,0001-01-01,,2025-12-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000269,S475783.8-1.5OS-NBR HPW -STATOR (B11238),S475783.8-1.5OS-NBR HPW,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42029-2,2026-06-02,False,,False,0001-01-01,False,,DRILL.FISH
FA000270,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B02454,2026-02-19,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000271,S800784.0 L3-STD-NBR HPW-STATOR (W3367),S800784.0 L3-STD-NBR HPW-STATOR (W3367),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41800-1,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000272,R800784.0-SLD-2.125-6 SA:WC-ROTOR,R800784.0-SLD-2.125-6 SA:WC-ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B02445,2026-02-19,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000273,R800784.0-SLD-2.125-6 SA:WC-ROTOR,R800784.0-SLD-2.125-6 SA:WC-ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B01666,2026-05-31,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000274,S675785.0-1OS-NBR HPW-STATOR (R63258),S675785.0-1OS-NBR HPW-STATOR (R63258),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42029-4,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000275,S675785.0-1OS-NBR HPW-STATOR (R63258),S675785.0-1OS-NBR HPW-STATOR (R63258),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42029-5,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000276,S800784.0 L3-STD-NBR HPW-STATOR  (W1309),S800784.0 L3-STD-NBR HPW-STATOR  (W1309),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42029-8,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000277,S800784.0 L3-STD-NBR HPW-STATOR (W3863),S800784.0 L3-STD-NBR HPW-STATOR (W3863),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41800-5,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000278,S800784.0 L3-STD-NBR HPW-STATOR (W3863),S800784.0 L3-STD-NBR HPW-STATOR (W3863),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41800-6,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000279,"Sub, Flow 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS Spec-10020 (P530 or Equiv)","SUB, FLOW 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS SPEC-10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000280,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-160-06,2026-02-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000281,"6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-001,2026-02-18,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000282,"6 3/4"" MUD LUBE MOTOR ASSEMBLY ","6 3/4"" MUD LUBE MOTOR ASSEMBLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0034,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000283,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-005,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000284,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-006,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000285,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-007,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000286,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-008,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000287,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-009,2026-01-08,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000288,"6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-002,2026-01-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000289,"6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-003,2026-01-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000290,"6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD-NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0279-004,2026-01-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000291,"Sub, Flow 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS Spec-10020 (P530 or Equiv)","SUB, FLOW 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS SPEC-10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-29,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000292,S475239.0-1OS-NBR HPW,S475239.0-1OS-NBR HPW,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42335-1,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000293,R500239.0-SLD-2.750 HEAD-1.375 SA:WC,R500239.0-SLD-2.750 HEAD-1.375 SA:WC,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42335-2,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000294,"8"" MOTOR WITH 8"" M40A & 8"" HYBRID FLEX, S22 ADJUSTABLE, ROTOR CATCH ASSEMBLY, FLEX TOP SUB, ","8"" MOTOR WITH 8"" M40A & 8"" HYBRID FLEX, S22 ADJUSTABLE, ROTOR CATCH ASSEMBLY, FLEX TOP SUB,",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M40-800-0051,2026-01-28,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000295,"Pulser Assy G5.2, Fixed 3.44 Valve, 150-450 gpm, Fin Centralizer, 150°C, 20Kpsi ","PULSER ASSY G5.2, FIXED 3.44 VALVE, 150-450 GPM, FIN CENTRALIZER, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,3022,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000296,"Pulser Assy G4.2, Fixed 4.125 Valve, 400-800 gpm, Fin Centralizer, 150°C, 20Kpsi","PULSER ASSY G4.2, FIXED 4.125 VALVE, 400-800 GPM, FIN CENTRALIZER, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,2983,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000297,"Pulser Assy G4.2, Fixed 5.25 Valve, 400-800 gpm, Fin Centralizer, 150°C, 20Kpsi ","PULSER ASSY G4.2, FIXED 5.25 VALVE, 400-800 GPM, FIN CENTRALIZER, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,2722,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000298,"Battery Module Assy, Fin Ctrlzr, 25K (No Battery Installed","BATTERY MODULE ASSY, FIN CTRLZR, 25K (NO BATTERY INSTALLED",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,4054,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000299,"Sensor Assemby, Directional, Fin Centralizer Ready, 150°C, 20Kpsi","SENSOR ASSEMBY, DIRECTIONAL, FIN CENTRALIZER READY, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1509,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000300,"Gamma Module Assy, Fin Centralizer Ready, 150°C, 20Kpsi","GAMMA MODULE ASSY, FIN CENTRALIZER READY, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1152,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000301,"Surface System - Lite, SIU2, LWD with DTS, 1.0in to 1.5in drill line","SURFACE SYSTEM - LITE, SIU2, LWD WITH DTS, 1.0IN TO 1.5IN DRILL LINE",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1178,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000302,"Kit, Laversab Rig Floor Display (RFD), wireless","KIT, LAVERSAB RIG FLOOR DISPLAY (RFD), WIRELESS",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,193,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000303,"Transport Container, MWD, 10ft (3.0m)","TRANSPORT CONTAINER, MWD, 10FT (3.0M)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,APS-MWD-RNT-021,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000304,Fixed Mount MWD Rig Tooling Kit (All MWD Sizes except 2.50in),FIXED MOUNT MWD RIG TOOLING KIT (ALL MWD SIZES EXCEPT 2.50IN),,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,024,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000305,"Sub, Flow 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,375192-05,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000306,"Sub, Flow 6.75 OD, 3.25 ID, 42 LG, NC50 B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW 6.75 OD, 3.25 ID, 42 LG, NC50 B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,374661-02,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000307,"Sub, Flow, 8.00 OD, 3.50 ID, 42 LG, 6-5/8 REG B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW, 8.00 OD, 3.50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000308,"Pulser Assy G4.2, Fixed 4.125 Valve, 400-800 gpm, Fin Centralizer, 150°C, 20Kpsi","PULSER ASSY G4.2, FIXED 4.125 VALVE, 400-800 GPM, FIN CENTRALIZER, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,2765,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000309,"Pulser Assy G4.2, Fixed 5.25 Valve, 400-800 gpm, Fin Centralizer, 150°C, 20Kpsi ","PULSER ASSY G4.2, FIXED 5.25 VALVE, 400-800 GPM, FIN CENTRALIZER, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,2980,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000310,"Battery Module Assy, Fin Ctrlzr, 25K (No Battery Installed","BATTERY MODULE ASSY, FIN CTRLZR, 25K (NO BATTERY INSTALLED",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,4158,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000311,"Battery Module Assy, Fin Ctrlzr, 25K (No Battery Installed","BATTERY MODULE ASSY, FIN CTRLZR, 25K (NO BATTERY INSTALLED",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,4333,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000312,"Battery Module Assy, Fin Ctrlzr, 25K (No Battery Installed","BATTERY MODULE ASSY, FIN CTRLZR, 25K (NO BATTERY INSTALLED",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,942,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000313,"Sensor Assemby, Directional, Fin Centralizer Ready, 150°C, 20Kpsi","SENSOR ASSEMBY, DIRECTIONAL, FIN CENTRALIZER READY, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1796,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000314,"Gamma Module Assy, Fin Centralizer Ready, 150°C, 20Kpsi","GAMMA MODULE ASSY, FIN CENTRALIZER READY, 150°C, 20KPSI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1043,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000315,"Surface System - Lite, SIU2, LWD with DTS, 1.0in to 1.5in drill line","SURFACE SYSTEM - LITE, SIU2, LWD WITH DTS, 1.0IN TO 1.5IN DRILL LINE",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,1232,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000316,"Software Suite, SureShot, SSCC, ADS, Plot, MMI","SOFTWARE SUITE, SURESHOT, SSCC, ADS, PLOT, MMI",,01 TANG,MUD MOTOR,OFS,,,,V0049, ,,0001-01-01,,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000317,"Software Suite, SureShot, SSCC, ADS, Plot, MMI","SOFTWARE SUITE, SURESHOT, SSCC, ADS, PLOT, MMI",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000318,"Kit, Laversab Rig Floor Display (RFD), wireless","KIT, LAVERSAB RIG FLOOR DISPLAY (RFD), WIRELESS",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,207,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000319,"Sub, Flow 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW 4.75 OD, 2.69 ID, 42 LG, NC38 B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,375192-08,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000320,"Sub, Flow 6.75 OD, 3.25 ID, 42 LG, NC50 B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW 6.75 OD, 3.25 ID, 42 LG, NC50 B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,373614-2-04 ,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000321,"Sub, Flow, 8.00 OD, 3.50 ID, 42 LG, 6-5/8 REG B/P - SST/APS Spec- 10020 (P530 or Equiv)","SUB, FLOW, 8.00 OD, 3.50 ID, 42 LG, 6-5/8 REG B/P - SST/APS SPEC- 10020 (P530 OR EQUIV)",,01 TANG,MWD/LWD,OFS,,,,V0049, ,,0001-01-01,,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000322,"CPO - 4 3/4"" HYDRAULIC JAR, DOUBLE ACTING, STANDARD SEALS, 3 1/2 IF CONNECTIONS","CPO - 4 3/4"" HYDRAULIC JAR, DOUBLE ACTING, STANDARD SEALS, 3 1/2 IF CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,BDA25523,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000323,"CPO - 6 1/2"" HYDRAULIC JAR, DOUBLE ACTING, STANDARD SEALS, 4 1/2 IF CONNECTIONS","CPO - 6 1/2"" HYDRAULIC JAR, DOUBLE ACTING, STANDARD SEALS, 4 1/2 IF CONNECTIONS",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,BD20874,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000324,"8"" DOUBLE ACTING HYDRAULIC JAR, Nickel CHROME ID COATING, STANDARD SEALS, 6 5/8 REG BB/SRG CONNECTIO","8"" DOUBLE ACTING HYDRAULIC JAR, NICKEL CHROME ID COATING, STANDARD SEALS, 6 5/8 REG BB/SRG CONNECTIO",,01 TANG,JARS,OFS,,,,V0043, ,,0001-01-01,HJDA800-0076,2026-02-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000325,"6 1/2"" SERIES 6 SHOCK TOOL, Nickel CHROME ID COATING, STANDARD SEALS, 4 1/2 IF BB/SRG CONNECTIONS","6 1/2"" SERIES 6 SHOCK TOOL, NICKEL CHROME ID COATING, STANDARD SEALS, 4 1/2 IF BB/SRG CONNECTIONS",,01 TANG,SHOCK SUBS,OFS,,,,V0043, ,,0001-01-01,ST650-0021,2026-02-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000326,"8"" SERIES 7 SHOCK TOOL, Nickel CHROME ID COATING, STANDARD SEALS, 6 5/8 REG BB/SRG CONNECTIONS","8"" SERIES 7 SHOCK TOOL, NICKEL CHROME ID COATING, STANDARD SEALS, 6 5/8 REG BB/SRG CONNECTIONS",,01 TANG,SHOCK SUBS,OFS,,,,V0043, ,,0001-01-01,ST800-0060,2026-02-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000327,S475783.8-1.5OS-NBR HPW STATOR (R62843),S475783.8-1.5OS-NBR HPW STATOR (R62843),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-1,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000328,S475783.8-1.5OS-NBR HPW STATOR (R62843),S475783.8-1.5OS-NBR HPW STATOR (R62843),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-2,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000329,"2.875"" Motor Fixed Bent Housing","2.875"" MOTOR FIXED BENT HOUSING",,01 TANG,MUD MOTOR,OFS,,,,V01450, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000330,"3.125"" Motor Fixed Bent Housing","3.125"" MOTOR FIXED BENT HOUSING",,01 TANG,MUD MOTOR,OFS,,,,V01450, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000331,"3.125"" Rapid Thru Tubing Jar Hydraulic Jar, 2-3/8"" REG PXB Std","3.125"" RAPID THRU TUBING JAR HYDRAULIC JAR, 2-3/8"" REG PXB STD",,01 TANG,JARS,OFS,,,,V01450, ,,0001-01-01,HJ318-013,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000332,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-3,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000333,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,R475783.8-SLD-1.375-6SA:WC-3.13HD ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-4,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000334,S675785.0-1OS-NBR HPW STATOR  (R63258),S675785.0-1OS-NBR HPW STATOR  (R63258),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-6,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
