no,description,searchDescription,description2,faClassCode,faSubclassCode,globalDimension1Code,globalDimension2Code,locationCode,faLocationCode,vendorNo,mainAssetComponent,componentOfMainAsset,warrantyDate,serialNo,lastDateModified,blocked,maintenanceVendorNo,underMaintenance,nextServiceDate,inactive,noSeries,faPostingGroup
FA000335,S675785.0-1OS-NBR HPW STATOR  (R63258),S675785.0-1OS-NBR HPW STATOR  (R63258),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-7,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000336,S675785.0-1OS-NBR HPW STATOR  (R63258),S675785.0-1OS-NBR HPW STATOR  (R63258),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-5,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000337,R675785.0-SLD-1.375-6 SA:WC ROTOR,R675785.0-SLD-1.375-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B02695,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000338,R675785.0-SLD-1.375-6 SA:WC ROTOR,R675785.0-SLD-1.375-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B02696,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000339,R675785.0-SLD-1.375-6 SA:WC ROTOR,R675785.0-SLD-1.375-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-B02697,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000340,S800784.0 L3-STD-NBR HPW STATOR (W3367),S800784.0 L3-STD-NBR HPW STATOR (W3367),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-11,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000341,S800784.0 L3-STD-NBR HPW STATOR (W3367),S800784.0 L3-STD-NBR HPW STATOR (W3367),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-12,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000342,S800784.0 L3-STD-NBR HPW STATOR (W3367),S800784.0 L3-STD-NBR HPW STATOR (W3367),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-13,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000343,R800784.0-SLD-2.125-6 SA:WC ROTOR,R800784.0-SLD-2.125-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-14,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000344,R800784.0-SLD-2.125-6 SA:WC ROTOR,R800784.0-SLD-2.125-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-15,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000345,R800784.0-SLD-2.125-6 SA:WC ROTOR,R800784.0-SLD-2.125-6 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-16,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000346,S962785.7-STD-NBR HPW STATOR (X6417),S962785.7-STD-NBR HPW STATOR (X6417),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-17,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000347,S962785.7-STD-NBR HPW STATOR (X6417),S962785.7-STD-NBR HPW STATOR (X6417),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-18,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000348,S962785.7-STD-NBR HPW STATOR (X6417),S962785.7-STD-NBR HPW STATOR (X6417),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-19,2026-06-02,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000349,R962785.7-SLD-2.125 SA:WC ROTOR,R962785.7-SLD-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-20,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000350,R962785.7-SLD-2.125 SA:WC ROTOR,R962785.7-SLD-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-21,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000351,R962785.7-SLD-2.125 SA:WC ROTOR,R962785.7-SLD-2.125 SA:WC ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42220-22,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000352,"SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN","SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC106770A,2026-02-16,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000353,"SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN","SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC105432A,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000354,"COMPLETE PACKER RUNNING/SETTING TOOL  # 9 5/8'' X 7"" ","COMPLETE PACKER SETTING TOOL  # 9 5/8'' X 7""",,01 TANG,COMPLETION,OFS,,,,V01440, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000355,"COMPLETE PACKER RUNNING/SETTING TOOL  # 9 5/8'' X 7"" ","COMPLETE PACKER SETTING TOOL  # 9 5/8'' X 7""",,01 TANG,COMPLETION,OFS,,,,V01440, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000356,"8-1/4"" KC-210RS.810 Circulating valve","8-1/4"" KC-210RS.810 CIRCULATING VALVE",,01 TANG,MUD MOTOR,OFS,,,,V01310, ,,0001-01-01,,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000357,"8-1/4"" KC-210RS.810 Circulating valve","8-1/4"" KC-210RS.810 CIRCULATING VALVE",,01 TANG,MUD MOTOR,OFS,,,,V01310, ,,0001-01-01,,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000358,"6 3/4"" MUD LUBE MOTOR ASSEMBLY WITH 6 1/2"" WK3 Driveline AND S22 Adjustable Assembly Only  ","6 3/4"" MUD LUBE MOTOR ASSEMBLY WITH 6 1/2"" WK3 DRIVELINE AND S22 ADJUSTABLE ASSEMBLY ONLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M7-675-0033,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000359,"4 3/4"" M7D MUD LUBE BEARING ASSEMBLY","4 3/4"" M7D MUD LUBE BEARING ASSEMBLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,M47-M7-0008,2026-02-15,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000360,5 TON MONORAIL CRANE SYSTEM,5 TON MONORAIL CRANE SYSTEM,,01 TANG,MACHEQ,OFS,,,,V00670, ,,0001-01-01,,2026-03-06,False,,False,0001-01-01,False,FA,MACHINERY
FA000361,"SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN","SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC104360A,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000362,"SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN","SS800, 8"" SHOCK SUB, 6.6 REG BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC105431A,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000363,"SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN","SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC104381A,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000364,"SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN","SS650, 6-1/2"" SHOCK SUB, 4.5IF BOX X PIN",,01 TANG,SHOCK SUBS,OFS,,,,V00760, ,,0001-01-01,OSC104382A,2026-03-06,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000365,"4 3/4"" Mud Lubed Lower End + Top Sub Only","4 3/4"" MUD LUBED LOWER END + TOP SUB ONLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-06-12,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000366,"6 3/4"" Mud Lubed Lower End + Top Sub Only","6 3/4"" MUD LUBED LOWER END + TOP SUB ONLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-06-12,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000367,"8"" Mud Lubed Lower End + Top Sub Only","8"" MUD LUBED LOWER END + TOP SUB ONLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000368,"8"" Mud Lubed Lower End + Top Sub Only","8"" MUD LUBED LOWER END + TOP SUB ONLY",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000369,"2.875"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt","2.875"" MUD LUBRICATED MOTOR BEARING & DRIVE ASSEMBLY BEARING SECTION ROTOR CATCH SUB + BOLT",,01 TANG,MUD MOTOR,OFS,,,,V01450, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000370,"2.875"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt","2.875"" MUD LUBRICATED MOTOR BEARING & DRIVE ASSEMBLY BEARING SECTION ROTOR CATCH SUB + BOLT",,01 TANG,MUD MOTOR,,,,,V01450, ,,0001-01-01,,2026-04-12,False,,False,0001-01-01,False,,DRILL.FISH
FA000371,"3.125"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt","3.125"" MUD LUBRICATED MOTOR BEARING & DRIVE ASSEMBLY BEARING SECTION ROTOR CATCH SUB + BOLT",,01 TANG,MUD MOTOR,OFS,,,,V01450, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000372,"3.125"" Mud Lubricated Motor Bearing & Drive Assembly Bearing Section Rotor Catch Sub + Bolt","3.125"" MUD LUBRICATED MOTOR BEARING & DRIVE ASSEMBLY BEARING SECTION ROTOR CATCH SUB + BOLT",,01 TANG,MUD MOTOR,OFS,,,,V01450, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,,DRILL.FISH
FA000373,"4 3/4"" Slick Sleeve","4 3/4"" SLICK SLEEVE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,11227802,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000374,"4 3/4"" Slick Sleeve","4 3/4"" SLICK SLEEVE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,11227803,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000375,"17-1/4"" SPIRAL SCREW STABILIZER","17-1/4"" SPIRAL SCREW STABILIZER",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZI-160-02,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000376,"12 1/8"" SPIRAL SCREW STABILIZER","12 1/8"" SPIRAL SCREW STABILIZER",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-160-04,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000377,"17-1/4"" SPIRAL SCREW STABILIZER","17-1/4"" SPIRAL SCREW STABILIZER",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-160-01,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000378,"8.375"" OD Straight Blade Sleeve Stabilizer for 6.75"" Drilling Motor","8.375"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 6.75"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0196-002,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000379,"6"" OD Straight Blade Sleeve Stabilizer for 4.75"" Drilling Motor","6"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 4.75"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-006,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000380,"8 "" Slick Sleeve","8 "" SLICK SLEEVE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,11441601,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000381,"8 "" Slick Sleeve","8 "" SLICK SLEEVE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,11441602,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000382,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,H95-10-036,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000383,"6 3/4"" Slick Sleeve","6 3/4"" SLICK SLEEVE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,10785303,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000384,LATHE MACHINE,LATHE MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,4183,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000385,WELDING MACHINE,WELDING MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,13291734,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000386,Grinding Machine,GRINDING MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,260319,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000387,Drilling Machine,DRILLING MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,111480,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000388,Knife Sharpener Machine,KNIFE SHARPENER MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,2210210021,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000389,Cutting Machine,CUTTING MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,LDC101FA,2026-03-24,False,,False,0001-01-01,False,FA,MACHINERY
FA000390,Cutting Machine,CUTTING MACHINE,,01 TANG,MACHEQ,OFS,,,,V01350, ,,0001-01-01,LDC102FA,2026-03-07,False,,False,0001-01-01,False,FA,MACHINERY
FA000391,"8.375"" OD Straight Blade Sleeve Stabilizer for 6.75"" Drilling Motor","8.375"" OD STRAIGHT BLADE SLEEVE STABILIZER FOR 6.75"" DRILLING MOTOR",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,WZL-0231-004,2026-03-15,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000392,GYRO TRACER DIRECTIONAL KIT,GYRO TRACER DIRECTIONAL KIT,,01 TANG,GYRO,OFS,,,,V00770, ,,0001-01-01,2353 TLM 2033,2026-03-07,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000393,"9 5/8"" Slick Sleeve","9 5/8"" SLICK SLEEVE",,01 TANG,MUD MOTOR,,,,,V0043, ,,0001-01-01,9522906,2026-03-24,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000394,S675785.0-1OS-NBR HPW-,S675785.0-1OS-NBR HPW-,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42336-1,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000395,S675785.0-1OS-NBR HPW-,S675785.0-1OS-NBR HPW-,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42336-2,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000396,S675785.0-1OS-NBR HPW-,S675785.0-1OS-NBR HPW-,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42336-3,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000397,S675785.0-1OS-NBR HPW-,S675785.0-1OS-NBR HPW-,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C42336-4,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000398,Bearing Assembly Superhawk High Pull,BEARING ASSEMBLY SUPERHAWK HIGH PULL,,01 TANG,MUD MOTOR,OFS,,,,V01480, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000399,"RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL","RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL",,01 TANG,WHIPSTOCK,OFS,,,,V01490, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000400,"RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL","RAPTR-X DUAL MILL 7"" CSG (6.000 GAGE DIA) STD, NC38 BOX CONN. RAPTR-X, HYDRAULIC RUNNING TOOL",,01 TANG,WHIPSTOCK,OFS,,,,V01490, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000401,"RAPTR-X WINDOW MILL, 6.000'' OD NC38 BOX","RAPTR-X WINDOW MILL, 6.000'' OD NC38 BOX",,01 TANG,WHIPSTOCK,OFS,,,,V01490, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000402,RAPTR-X WATERMELON MILL 6.000'' OD NC50 BOX-PIN,RAPTR-X WATERMELON MILL 6.000'' OD NC50 BOX-PIN,,01 TANG,WHIPSTOCK,OFS,,,,V01490, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000403,RAPTR-X WATERMELON MILL 6.000'' OD NC50 BOX-PIN,RAPTR-X WATERMELON MILL 6.000'' OD NC50 BOX-PIN,,01 TANG,WHIPSTOCK,OFS,,,,V01490, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000404,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3x5.7 PAD","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3X5.7 PAD",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000405,"8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3x5.7 PAD","8"" M40 SCREW-ON STABILIZER, 12.125 OD NON-DIR 5 BLADE 3X5.7 PAD",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-05-11,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000406,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-05-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000407,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-05-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000408,"6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE","6.75"" SCREW-ON STABILIZER 8.375"" OD NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-05-14,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000409,2-7/8” 9/10 1.4 STATOR ,2-7/8” 9/10 1.4 STATOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000410,2-7/8” 9/10 1.4 STATOR ,2-7/8” 9/10 1.4 STATOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000411,2-7/8” 9/10 1.4 ROTOR,2-7/8” 9/10 1.4 ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000412,2-7/8” 9/10 1.4 ROTOR,2-7/8” 9/10 1.4 ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000413,3-1/8” 9/10 2.1 STATOR ,3-1/8” 9/10 2.1 STATOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000414,3-1/8” 9/10 2.1 ROTOR,3-1/8” 9/10 2.1 ROTOR,,01 TANG,MUD MOTOR,OFS,,,,V01530, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000415,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000416,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,R287673.1-SLD-1.125-8 SA:CHROME-1.90 HD MATERIAL: RTR CHROME SOLID,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000417,S287673.1-1OS-NBR HPX MATERIAL: STR HP,S287673.1-1OS-NBR HPX MATERIAL: STR HP,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000418,S287673.1-1OS-NBR HPX MATERIAL: STR HP,S287673.1-1OS-NBR HPX MATERIAL: STR HP,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,0001-01-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000419,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000420,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,R312782.5-SLD-BLANK: MATERIAL: RTR CHROME SOLID,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,0001-01-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000421,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,2026-05-25,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000422,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,S312782.5-1OS-NBR-HPX MATERIAL: STR HP,,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,,0001-01-01,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000423,S962785.7-STD-NBR HPW STATOR  (R60381),S962785.7-STD-NBR HPW STATOR  (R60381),,01 TANG,MUD MOTOR,OFS,,,,V00050, ,,0001-01-01,4-C41800-7,2026-06-09,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000425,Skid Mounted W-440 Mud Pump Unit; ,SKID MOUNTED W-440 MUD PUMP UNIT;,,01 TANG,MACHEQ,OFS,,,,V01550, ,,0001-01-01,,2026-06-09,False,,False,0001-01-01,False,FA,MACHINERY
FA000426,Konica Minolta Bizhub C458 High-performance Multifunctional Printer (MFP),KONICA MINOLTA BIZHUB C458 HIGH-PERFORMANCE MULTIFUNCTIONAL PRINTER (MFP),,01 TANG,COMPPER,,,,,V0016, ,,0001-01-01,A79M011052441,2026-06-21,False,,False,0001-01-01,False,FA,COMPUTER
FA000427,"4.75"" SCREW-ON STABILIZER 5.875"" OD - NON-DIR 5 BLADE","4.75"" SCREW-ON STABILIZER 5.875"" OD - NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-06-22,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000428,"9 1/2"" SCREW-ON STABILIZER 23.75"" OD - NON-DIR 5 BLADE","9 1/2"" SCREW-ON STABILIZER 23.75"" OD - NON-DIR 5 BLADE",,01 TANG,MUD MOTOR,OFS,,,,V0043, ,,0001-01-01,,2026-06-22,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000429,4-3/4” NMDC SCHOLLER BLECKMANN P530 N3705 4 ¾” OD x 2-11/16” ID x 30.20”,4-3/4” NMDC SCHOLLER BLECKMANN P530 N3705 4 ¾” OD X 2-11/16” ID X 30.20”,,01 TANG,NMDC,,,,,V00470, ,,0001-01-01,OWS DC 1271,2026-06-22,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000430,4-3/4” NMDC SCHOLLER BLECKMANN P530 N3714 4 ¾” OD x 2-11/16” ID x 29.89”,4-3/4” NMDC SCHOLLER BLECKMANN P530 N3714 4 ¾” OD X 2-11/16” ID X 29.89”,,01 TANG,NMDC,,,,,V00470, ,,0001-01-01,OWS DC 1272,2026-06-22,False,,False,0001-01-01,False,FA,DRILL.FISH
FA000431,8 Office Table + 8 Chairs,8 OFFICE TABLE + 8 CHAIRS,,01 TANG,FURNOFF,OFS,,,,V01600, ,,0001-01-01,,2026-06-24,False,,False,0001-01-01,False,FA,FURNITURE
